campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_day,benefit,cost_day,roi_calculado
Implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,B2B,organic,0.98,973522.31,261.0,958135.52,58.953,6227.000693451981
Team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,B2C,organic,0.53,693941.43,218.0,637842.56,257.334,1136.9971623314339
Operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,B2B,organic,0.69,615345.97,441.0,528918.6,195.98,611.9804409181952
Cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,B2B,organic,0.46,553547.53,203.0,541332.71,60.172,4431.769850067378
Versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,B2C,paid,0.8,564579.89,358.0,481491.57,232.09,579.4936881621869
De-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,B2C,promotion,0.11,24198.61,333.0,-55977.89,240.77,-69.81832581866257
Total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,B2B,promotion,0.39,831009.89,414.0,819568.21,27.637,7163.005869767376
Progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,B2C,organic,0.67,340157.74,629.0,291792.51,76.892,603.3104980582125
Business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,B2B,promotion,0.12,761650.71,84.0,675467.93,1025.985,783.7620578031945
Optional holistic Graphical User Interface,2023-04-15,2024-06-10,87937.87,0.75,social media,B2B,promotion,0.96,186429.38,422.0,98491.51,208.384,112.00124587961935
Grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,B2C,promotion,0.21,737381.8,108.0,723448.86,129.009,5192.363277240841
Quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,B2C,promotion,0.76,875993.48,182.0,867669.18,45.738,10423.329048688778
Secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,B2B,organic,0.12,597726.39,528.0,587509.46,19.35,5750.3522095189055
Multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,B2C,promotion,0.45,508514.45,400.0,434916.32,183.995,590.933927261467
Focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,B2C,promotion,0.55,503191.26,476.0,464087.93,82.15,1186.8245747868532
Reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,B2C,promotion,0.65,181824.5,420.0,175990.51,13.89,3016.6405838885566
Configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,B2C,promotion,0.3,511916.8,550.0,451016.84,110.727,740.5864305986407
Expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,B2B,promotion,0.22,794415.14,174.0,753818.31,233.315,1856.8403247248614
Reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,B2C,promotion,0.17,569047.55,386.0,543710.01,65.641,2145.86739675596
Focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,B2C,promotion,0.6,783632.31,398.0,690567.97,233.83,742.0328452337384
Proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,B2C,promotion,0.84,579392.35,434.0,503782.71,174.216,666.2942846970307
Inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,B2C,promotion,0.55,52042.32,439.0,30102.34,49.977,137.20313327541774
Optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,B2B,organic,0.44,917084.93,433.0,828048.17,205.628,930.0070779754341
Expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,B2C,organic,0.37,899936.24,483.0,868809.54,64.445,2791.203500531698
Compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,B2B,promotion,0.49,891145.72,613.0,839320.1,84.544,1619.5080734200574
Universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,B2C,organic,0.72,857045.98,241.0,785529.08,296.751,1098.382452259536
Persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,B2C,promotion,0.24,369103.26,78.0,273368.15,1227.373,285.54638940718826
Object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,B2C,organic,0.77,415891.1,434.0,389628.81,60.512,1483.6056185504005
Innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,B2C,organic,0.28,758121.44,234.0,658542.05,425.553,661.3236433764055
De-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,B2C,paid,0.77,574345.65,646.0,538380.28,55.674,1496.9407516174585
Integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,B2C,organic,0.67,402603.75,653.0,355402.37,72.284,752.9491086913138
Innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,B2C,promotion,0.91,419378.34,153.0,352977.14,433.995,531.5824714011194
Advanced clear-thinking Graphical User Interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,B2C,promotion,0.59,791308.71,484.0,721775.6,143.663,1038.0315219612642
Reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,B2B,organic,0.92,149637.56,613.0,76309.25,119.622,104.06519664778855
Versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,B2B,promotion,0.45,578349.16,329.0,528312.36,152.088,1055.8476161545102
Switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,B2B,referral,0.19,542272.5,371.0,517716.81,66.188,2108.3374566139255
Up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,B2C,paid,0.97,927525.79,634.0,843732.51,132.166,1006.9214500255868
Secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,B2C,paid,0.43,293207.54,202.0,272715.22,101.447,1330.8167157256962
Down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,B2B,paid,0.69,574894.6,202.0,490836.71,416.128,583.9269936468784
Upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,B2B,promotion,0.71,268456.4,199.0,224434.7,221.215,509.82742601944045
Reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,B2C,referral,0.19,46016.24,543.0,-26617.51,133.764,-36.64620097406509
Implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,B2C,organic,0.84,789172.99,499.0,747069.39,84.376,1774.3598884655946
Progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,B2C,referral,0.25,576624.43,334.0,545673.3,92.668,1763.0157606523576
Visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,B2B,paid,0.5,641884.2,687.0,637208.77,6.806,13628.880552163113
Pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,B2C,organic,0.9,350758.89,446.0,295416.89,124.085,533.8023381879947
Triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,B2B,organic,0.0,460534.5,582.0,376867.26,143.758,450.4358695231252
Managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,B2C,promotion,0.24,325212.98,307.0,255300.61,227.728,365.17230069585685
Visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,B2B,organic,0.56,931667.61,647.0,863463.97,105.415,1266.0086323838434
Ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,B2B,organic,0.98,940582.98,631.0,886734.47,85.338,1646.7205313573206
Enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,B2B,organic,0.73,197904.55,328.0,195565.25,7.132,8359.990167998973
Decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,B2C,promotion,0.9,547794.76,435.0,462632.55,195.775,543.2369004984722
Cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,B2C,paid,0.2,540285.9,414.0,482873.37,138.678,841.0592078070763
Universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,B2B,promotion,0.22,572556.5,445.0,555505.29,38.317,3257.864339246306
Universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,B2B,organic,0.42,346919.49,317.0,326312.97,65.005,1583.5423448500765
Public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,B2B,paid,0.16,105353.85,620.0,86716.58,30.06,465.2858492686965
Secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,B2B,referral,0.16,755718.77,452.0,697859.98,128.006,1206.1434053494725
Implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,B2C,promotion,0.35,286921.83,49.0,276988.01,202.731,2788.3332897113096
Open-architected responsive array,2022-12-24,2023-12-10,55733.12,0.34,social media,B2C,promotion,0.31,148330.9,351.0,92597.78,158.784,166.14497806690167
Reverse-engineered client-server neural-net,2023-01-19,2024-02-17,3854.95,0.12,social media,B2B,promotion,0.34,223877.3,394.0,220022.35,9.784,5707.527983501731
Networked upward-trending forecast,2023-07-06,2024-01-23,43185.33,0.47,email,B2B,referral,0.72,918409.28,201.0,875223.95,214.852,2026.6695889553237
Multi-layered optimal pricing structure,2023-01-28,2023-11-21,35728.11,0.35,webinar,B2C,organic,0.97,556729.13,297.0,521001.02,120.297,1458.2384010797102
Persistent stable leverage,2023-01-15,2023-10-04,70220.82,0.5,social media,B2B,paid,0.33,89723.88,262.0,19503.06,268.018,27.7738995357787
Focused stable analyzer,2023-06-28,2024-06-06,39506.88,0.55,webinar,B2C,organic,0.81,753417.28,344.0,713910.4,114.846,1807.053353744968
Networked exuding instruction set,2022-09-11,2024-02-27,93971.2,0.39,podcast,B2C,promotion,0.29,232132.15,534.0,138160.95,175.976,147.0247799325751
Multi-layered intermediate conglomeration,2022-08-30,2024-04-17,51220.79,0.41,webinar,B2C,referral,0.13,784728.26,596.0,733507.47,85.941,1432.0502866121353
Visionary 24hour circuit,2022-08-26,2024-06-21,88113.95,0.39,email,B2B,paid,0.49,528254.15,665.0,440140.2,132.502,499.5125062490105
Optional even-keeled functionalities,2023-01-01,2023-08-23,62829.72,0.5,webinar,B2C,referral,0.62,253765.71,234.0,190935.99,268.503,303.8943831040469
De-engineered systematic conglomeration,2023-05-02,2023-12-26,79350.42,0.81,webinar,B2C,organic,0.57,332867.82,238.0,253517.4,333.405,319.490936531905
Extended 24hour contingency,2023-07-07,2023-08-18,69815.82,0.16,podcast,B2C,organic,0.27,2810.51,42.0,-67005.31,1662.281,-95.9743937692059
User-centric clear-thinking interface,2022-08-28,2024-05-27,29206.8,0.6,social media,B2C,referral,0.34,628376.14,638.0,599169.34,45.779,2051.4720544530724
Programmable optimal capability,2023-06-06,2024-02-27,59160.0,0.77,email,B2B,organic,0.69,376200.21,266.0,317040.21,222.406,535.9029918864097
Optimized zero administration approach,2023-04-07,2023-11-13,17097.49,0.3,email,B2B,referral,0.82,378447.69,220.0,361350.2,77.716,2113.469287012304
Robust directional complexity,2023-03-16,2024-07-27,31330.31,0.35,email,B2B,organic,0.77,820739.68,499.0,789409.37,62.786,2519.6347243292516
Reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,35539.13,0.53,social media,B2C,referral,0.68,579364.9,314.0,543825.77,113.182,1530.2168905091376
Secured incremental moratorium,2022-08-04,2023-08-28,43792.4,0.94,webinar,B2B,paid,0.81,70347.37,389.0,26554.97,112.577,60.638307103515665
Universal asymmetric extranet,2023-03-07,2024-04-30,80292.7,0.6,webinar,B2B,referral,0.25,19497.73,420.0,-60794.97,191.173,-75.71668408211457
User-friendly next generation challenge,2023-01-27,2023-09-10,93319.78,0.61,social media,B2B,promotion,0.57,738244.49,226.0,644924.71,412.919,691.0911170172068
Vision-oriented zero tolerance hardware,2023-01-13,2023-12-28,25534.3,0.9,email,B2C,paid,0.99,141758.95,349.0,116224.65,73.164,455.17069197119173
Reverse-engineered static infrastructure,2023-07-16,2023-08-07,7315.35,0.86,email,B2C,referral,0.7,162798.55,22.0,155483.2,332.516,2125.4376072231676
Managed leadingedge knowledge user,2023-03-04,2024-01-27,4714.75,0.66,email,B2B,referral,0.12,650653.56,329.0,645938.81,14.331,13700.383053184158
Multi-channeled full-range framework,2023-07-01,2023-08-31,83835.24,0.16,webinar,B2C,organic,0.48,161707.63,61.0,77872.39,1374.348,92.8874182265119
Optional secondary website,2022-12-13,2023-09-12,17625.0,0.22,webinar,B2B,paid,0.18,517206.57,273.0,499581.57,64.56,2834.5053617021276
Open-source fault-tolerant open architecture,2023-06-03,2024-07-31,29827.35,0.52,webinar,B2C,referral,0.36,310553.26,424.0,280725.91,70.348,941.1694635963304
Distributed dynamic process improvement,2022-09-17,2023-10-06,62616.23,0.59,email,B2B,organic,0.7,652592.33,384.0,589976.1,163.063,942.2095517408186
Triple-buffered exuding Local Area Network,2022-12-19,2023-11-21,47196.25,0.9,podcast,B2C,promotion,0.92,572836.7,337.0,525640.45,140.048,1113.7335063696798
Vision-oriented 24hour migration,2022-09-30,2023-12-07,4072.67,0.15,social media,B2C,organic,0.18,7636.54,433.0,3563.87,9.406,87.50696717386873
Intuitive 4thgeneration access,2022-08-16,2024-07-28,82509.65,0.78,social media,B2B,referral,0.29,702414.14,712.0,619904.49,115.884,751.3115011395637
Organic multi-tasking hardware,2022-11-28,2024-02-12,50412.87,0.91,social media,B2B,promotion,0.27,334303.84,441.0,283890.97,114.315,563.131934365173
Switchable solution-oriented success,2023-06-13,2024-03-06,93586.76,0.96,social media,B2C,organic,0.87,601987.53,267.0,508400.77,350.512,543.2400587433522
Multi-channeled 5thgeneration methodology,2023-01-19,2024-02-28,7401.5,0.9,podcast,B2B,organic,0.12,537274.2,405.0,529872.7,18.275,7158.990745119232
Object-based scalable utilization,2023-01-29,2023-12-01,97845.91,0.18,webinar,B2B,paid,0.63,985580.9,306.0,887734.99,319.758,907.2785873216367
Operative tangible firmware,2023-04-19,2024-06-25,77555.4,0.8,email,B2C,organic,0.21,613448.3,433.0,535892.9,179.112,690.9807698754697
Up-sized user-facing secured line,2022-10-02,2023-10-29,11168.71,0.8,social media,B2C,promotion,0.2,277549.41,392.0,266380.7,28.492,2385.0623751534417
Upgradable transitional data-warehouse,2023-06-29,2023-12-13,1849.748,0.59,social media,B2C,referral,0.67,558302.11,167.0,556452.362,11.076,30082.603792516602
User-friendly client-driven service-desk,2023-01-06,2023-12-11,36800.58,0.4,email,B2C,promotion,0.52,206241.46,339.0,169440.88,108.556,460.4299171371755
NEW CAMPAIGN - Missing Budget,2023-10-01,2024-01-15,12672.226,0.25,email,B2B,organic,0.0,45000.0,106.0,32327.774,119.549,255.10730316836202
Typo in Date,2022-08-09,2023-09-09,50000.0,0.65,webinar,B2C,promotion,0.9,320000.0,396.0,270000.0,126.263,540.0
Outlier Budget,2023-07-01,2024-03-01,9999999.0,0.1,email,B2B,promotion,0.2,50000.0,244.0,-9949999.0,40983.602,-99.49999994999999
Cloud-based scalable solution,2022-10-01,2023-12-31,50000.0,0.0,social media,B2C,paid,0.3,120000.0,456.0,70000.0,109.649,140.0
Broken-date campaign,2025-01-23,2024-01-01,25000.0,0.45,email,B2B,organic,0.0,87500.0,-388.0,62500.0,-64.433,250.0
Future campaign,2025-01-01,2025-06-01,75000.0,0.9,webinar,B2C,promotion,0.65,200000.0,151.0,125000.0,496.689,166.66666666666669
Extra long name campaign test,2023-04-15,2023-09-15,30000.0,0.25,email,B2C,paid,0.4,45000.0,153.0,15000.0,196.078,50.0
No revenue campaign,2023-02-01,2023-08-01,20000.0,0.3,social media,B2B,organic,0.5,0.0,181.0,-20000.0,110.497,-100.0
Random mess,2023-06-06,2025-12-26,100000.0,0.0,podcast,B2B,referral,0.0,300000.0,934.0,200000.0,107.066,200.0
Invalid budget,2022-12-01,2023-06-01,148235.871,0.0,email,B2C,promotion,0.2,50000.0,182.0,-98235.871,814.483,-66.26997253586482
Overlapping dates,2022-12-31,2023-03-01,60000.0,0.6,webinar,B2B,paid,0.7,90000.0,60.0,30000.0,1000.0,50.0
Too many conversions,2023-05-01,2023-11-01,40000.0,0.8,social media,B2C,organic,1.5,120000.0,184.0,80000.0,217.391,200.0
